Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Wed Mar  1 00:13:00 2006
9593083: 4 Tage idle - Level 17
11922483: 83 Tage idle - Level 3
10705883: 0 Tage idle - Level 21
8128583: 255 Tage idle - Level 9
13252183: 10 Tage idle - Level 3
13384083: 14 Tage idle - Level 1
12866383: 43 Tage idle - Level 1 => LOESCHEN
13065283: 0 Tage idle - Level 8 (KEEP_CHARACTER)
11867483: 25 Tage idle - Level 1
12709983: 51 Tage idle - Level 1 => LOESCHEN
12344783: 62 Tage idle - Level 6
10944083: 5 Tage idle - Level 29
8366883: 4 Tage idle - Level 17
12147583: 2 Tage idle - Level 7 (KEEP_CHARACTER)
11629883: 31 Tage idle - Level 1 => LOESCHEN
8371483: 0 Tage idle - Level 47 (KEEP_CHARACTER)
7995983: 51 Tage idle - Level 13 (KEEP_CHARACTER)
9041983: 0 Tage idle - Level 13
11549283: 51 Tage idle - Level 10
11427683: 32 Tage idle - Level 5
11553983: 22 Tage idle - Level 1
8124183: 15 Tage idle - Level 11 (KEEP_CHARACTER)
13121583: 28 Tage idle - Level 3
12244283: 0 Tage idle - Level 3
9513483: 0 Tage idle - Level 25
13279683: 20 Tage idle - Level 1
8651083: 168 Tage idle - Level 9
12847783: 33 Tage idle - Level 2
8180183: 60 Tage idle - Level 31
13629583: 0 Tage idle - Level 1
13482083: 9 Tage idle - Level 1
12696283: 52 Tage idle - Level 1 => LOESCHEN
9266583: 78 Tage idle - Level 7
11980383: 12 Tage idle - Level 9
12042783: 87 Tage idle - Level 6
9311983: 135 Tage idle - Level 14
13508583: 1 Tage idle - Level 1
12129583: 41 Tage idle - Level 10
10277983: 1 Tage idle - Level 7
11084283: 14 Tage idle - Level 1 (KEEP_CHARACTER)
11707983: 0 Tage idle - Level 1
13037683: 25 Tage idle - Level 2
13042283: 21 Tage idle - Level 1
9884983: 79 Tage idle - Level 9
12904683: 4 Tage idle - Level 3
12965683: 7 Tage idle - Level 8
13032683: 33 Tage idle - Level 1 => LOESCHEN
8496283: 1 Tage idle - Level 17 (KEEP_CHARACTER)
12849683: 0 Tage idle - Level 15 (KEEP_CHARACTER)
10339883: 83 Tage idle - Level 10
13620183: 0 Tage idle - Level 1
9313183: 35 Tage idle - Level 17 (KEEP_CHARACTER)
12175983: 0 Tage idle - Level 8
10030283: 3 Tage idle - Level 16
10400083: 3 Tage idle - Level 5
8982783: 19 Tage idle - Level 4 (KEEP_CHARACTER)
8117083: 192 Tage idle - Level 8
9212083: 78 Tage idle - Level 23
12809883: 11 Tage idle - Level 1
12936083: 11 Tage idle - Level 1
11638283: 109 Tage idle - Level 5
9506383: 4 Tage idle - Level 10
12733283: 0 Tage idle - Level 8
12779383: 47 Tage idle - Level 1 => LOESCHEN
10836583: 0 Tage idle - Level 17
8233783: 39 Tage idle - Level 11
12926483: 17 Tage idle - Level 1
13616883: 0 Tage idle - Level 1
12612283: 57 Tage idle - Level 1 => LOESCHEN
7949683: 53 Tage idle - Level 9
12754483: 1 Tage idle - Level 1
8112783: 52 Tage idle - Level 17
9416183: 144 Tage idle - Level 4 => LOESCHEN
8452083: 203 Tage idle - Level 10
10908783: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8903083: 1 Tage idle - Level 7
10336083: 166 Tage idle - Level 8
9887483: 23 Tage idle - Level 7
12289183: 1 Tage idle - Level 9
13181383: 1 Tage idle - Level 7
8923683: 1 Tage idle - Level 33 (KEEP_CHARACTER)
12795583: 0 Tage idle - Level 1
8194283: 295 Tage idle - Level 14
13516383: 6 Tage idle - Level 1
8726483: 15 Tage idle - Level 6
12633483: 55 Tage idle - Level 1 => LOESCHEN
12066483: 10 Tage idle - Level 4
12891683: 2 Tage idle - Level 8
13496183: 8 Tage idle - Level 1
12608983: 0 Tage idle - Level 12
9143083: 18 Tage idle - Level 7 (KEEP_CHARACTER)
12907883: 38 Tage idle - Level 1 => LOESCHEN
11407183: 19 Tage idle - Level 6
10772183: 33 Tage idle - Level 8
11204383: 7 Tage idle - Level 20
7970483: 31 Tage idle - Level 10 (KEEP_CHARACTER)
8078983: 293 Tage idle - Level 16
13030183: 11 Tage idle - Level 3
11842683: 88 Tage idle - Level 3
7950583: 50 Tage idle - Level 13
8144883: 32 Tage idle - Level 11
11818083: 0 Tage idle - Level 1
12543283: 0 Tage idle - Level 8
9159683: 214 Tage idle - Level 11
10155083: 37 Tage idle - Level 9
8023183: 62 Tage idle - Level 13
12011383: 0 Tage idle - Level 7
12346083: 0 Tage idle - Level 1
13076983: 30 Tage idle - Level 1 => LOESCHEN
9255783: 0 Tage idle - Level 1
11468883: 46 Tage idle - Level 1 => LOESCHEN
12031983: 7 Tage idle - Level 7
8884883: 2 Tage idle - Level 7 (KEEP_CHARACTER)
11859183: 14 Tage idle - Level 3
12665583: 49 Tage idle - Level 8
13067283: 23 Tage idle - Level 1
13148483: 25 Tage idle - Level 1
13234283: 0 Tage idle - Level 2
10991183: 4 Tage idle - Level 30
8495083: 0 Tage idle - Level 33 (KEEP_CHARACTER)
8454683: 24 Tage idle - Level 10
12032583: 20 Tage idle - Level 6
12113783: 0 Tage idle - Level 1
12326883: 3 Tage idle - Level 3
9165583: 152 Tage idle - Level 11
10404583: 69 Tage idle - Level 13
9206283: 6 Tage idle - Level 4
12306983: 71 Tage idle - Level 4
11009083: 111 Tage idle - Level 1 (KEEP_CHARACTER)
9474783: 229 Tage idle - Level 10
13179983: 6 Tage idle - Level 1
13387383: 0 Tage idle - Level 13
9439983: 164 Tage idle - Level 9
12829183: 41 Tage idle - Level 1 => LOESCHEN
13062983: 28 Tage idle - Level 2
10521183: 27 Tage idle - Level 1 (KEEP_CHARACTER)
13620283: 0 Tage idle - Level 1
11865783: 26 Tage idle - Level 9
12216783: 3 Tage idle - Level 6
11825283: 23 Tage idle - Level 13
13357883: 15 Tage idle - Level 1 (KEEP_CHARACTER)
12560783: 52 Tage idle - Level 1 (KEEP_CHARACTER)
13043683: 11 Tage idle - Level 1
13585883: 2 Tage idle - Level 1
10010483: 38 Tage idle - Level 5
11278883: 102 Tage idle - Level 7
11602583: 22 Tage idle - Level 7
10101983: 26 Tage idle - Level 4
8841283: 207 Tage idle - Level 8
12753983: 49 Tage idle - Level 1 => LOESCHEN
11096583: 28 Tage idle - Level 2
12729383: 45 Tage idle - Level 4
13009483: 3 Tage idle - Level 1
11694383: 3 Tage idle - Level 11
11365283: 51 Tage idle - Level 1 => LOESCHEN
13550683: 0 Tage idle - Level 7
13064883: 31 Tage idle - Level 1 => LOESCHEN
9102083: 165 Tage idle - Level 6
12992883: 8 Tage idle - Level 1
13187083: 0 Tage idle - Level 2
8478383: 43 Tage idle - Level 6
11993983: 0 Tage idle - Level 21
10696083: 10 Tage idle - Level 2 (KEEP_CHARACTER)
8645383: 137 Tage idle - Level 15
12917583: 40 Tage idle - Level 1 => LOESCHEN
12962683: 30 Tage idle - Level 2
10159583: 101 Tage idle - Level 4
13313683: 10 Tage idle - Level 2
8781983: 25 Tage idle - Level 4 (KEEP_CHARACTER)
8822683: 0 Tage idle - Level 18
8123783: 64 Tage idle - Level 8
11224383: 8 Tage idle - Level 8
11720483: 29 Tage idle - Level 1
12572983: 45 Tage idle - Level 9
9923283: 23 Tage idle - Level 16
12538083: 1 Tage idle - Level 1 (KEEP_CHARACTER)
12871883: 2 Tage idle - Level 2
9939183: 27 Tage idle - Level 6
10402783: 67 Tage idle - Level 2 => LOESCHEN
11255183: 0 Tage idle - Level 22
12223983: 20 Tage idle - Level 1
10534683: 18 Tage idle - Level 26
10331883: 0 Tage idle - Level 38
10798483: 109 Tage idle - Level 11
8828983: 231 Tage idle - Level 19
12401183: 64 Tage idle - Level 4
11690683: 4 Tage idle - Level 22
10854083: 19 Tage idle - Level 7
10368283: 25 Tage idle - Level 3
12143383: 14 Tage idle - Level 11
10742783: 30 Tage idle - Level 7
12153683: 2 Tage idle - Level 10
10955883: 101 Tage idle - Level 7
8089983: 104 Tage idle - Level 12
12862883: 4 Tage idle - Level 12
12498683: 8 Tage idle - Level 1
9600083: 18 Tage idle - Level 2
8474683: 207 Tage idle - Level 8
12791983: 0 Tage idle - Level 19
11367883: 128 Tage idle - Level 8
12184483: 20 Tage idle - Level 1
11210383: 55 Tage idle - Level 13 (KEEP_CHARACTER)
12154283: 13 Tage idle - Level 5
13330483: 9 Tage idle - Level 1
13214483: 23 Tage idle - Level 5
10637683: 7 Tage idle - Level 11
12914483: 4 Tage idle - Level 1
12063483: 8 Tage idle - Level 7 (KEEP_CHARACTER)
8779883: 31 Tage idle - Level 8
13159483: 2 Tage idle - Level 12
9545783: 0 Tage idle - Level 83 (KEEP_CHARACTER)
12286883: 27 Tage idle - Level 1
8095883: 8 Tage idle - Level 9
8187283: 14 Tage idle - Level 4
11779383: 10 Tage idle - Level 1 (KEEP_CHARACTER)
10561783: 35 Tage idle - Level 8
12829283: 44 Tage idle - Level 1 => LOESCHEN
12094283: 15 Tage idle - Level 3
12545283: 0 Tage idle - Level 11
12013383: 39 Tage idle - Level 1 => LOESCHEN
13073283: 30 Tage idle - Level 1 => LOESCHEN
11303083: 4 Tage idle - Level 8
10050383: 1 Tage idle - Level 18
13043083: 32 Tage idle - Level 1 => LOESCHEN
11764083: 23 Tage idle - Level 2
7942983: 101 Tage idle - Level 31
9156683: 32 Tage idle - Level 21
8511683: 9 Tage idle - Level 3
12338483: 17 Tage idle - Level 9
13028883: 12 Tage idle - Level 7
11911183: 89 Tage idle - Level 8
11628183: 39 Tage idle - Level 1 => LOESCHEN
10046383: 5 Tage idle - Level 18
12312983: 37 Tage idle - Level 4
12981383: 6 Tage idle - Level 4
12865383: 0 Tage idle - Level 14
11602683: 40 Tage idle - Level 12
12617483: 29 Tage idle - Level 1
13631283: 0 Tage idle - Level 3
11612983: 11 Tage idle - Level 12
10694983: 6 Tage idle - Level 28
13029483: 3 Tage idle - Level 1
13363183: 4 Tage idle - Level 1
9253383: 16 Tage idle - Level 6
8117983: 2 Tage idle - Level 5
10583583: 4 Tage idle - Level 7
13580983: 3 Tage idle - Level 1
10051683: 21 Tage idle - Level 11
7949883: 7 Tage idle - Level 1 (KEEP_CHARACTER)
9355083: 20 Tage idle - Level 12
7954483: 166 Tage idle - Level 7
8715783: 31 Tage idle - Level 10
12886583: 1 Tage idle - Level 8
12638683: 18 Tage idle - Level 3
9259683: 97 Tage idle - Level 12
12982683: 9 Tage idle - Level 13
11077383: 41 Tage idle - Level 6
11780983: 64 Tage idle - Level 2 => LOESCHEN
13222283: 16 Tage idle - Level 8
13394683: 13 Tage idle - Level 1
12426183: 50 Tage idle - Level 1 => LOESCHEN
13602383: 1 Tage idle - Level 1
10822783: 50 Tage idle - Level 1 => LOESCHEN
11548983: 118 Tage idle - Level 4
12355283: 1 Tage idle - Level 10
12233683: 18 Tage idle - Level 2
12314883: 0 Tage idle - Level 15
12983283: 36 Tage idle - Level 1 => LOESCHEN
13055983: 21 Tage idle - Level 1
8772383: 71 Tage idle - Level 17
8899683: 27 Tage idle - Level 9
8382683: 0 Tage idle - Level 11 (KEEP_CHARACTER)
7946083: 216 Tage idle - Level 7 => LOESCHEN
9068383: 249 Tage idle - Level 11
13188483: 25 Tage idle - Level 1
12098083: 31 Tage idle - Level 7
8732583: 31 Tage idle - Level 13
11757683: 90 Tage idle - Level 6
10413783: 14 Tage idle - Level 1
8580483: 261 Tage idle - Level 8 => LOESCHEN
10793583: 18 Tage idle - Level 4
12979983: 36 Tage idle - Level 1 => LOESCHEN
8464483: 30 Tage idle - Level 13
13624183: 0 Tage idle - Level 1
12326383: 25 Tage idle - Level 1
13548683: 2 Tage idle - Level 1
11489583: 62 Tage idle - Level 7
13441983: 2 Tage idle - Level 8
8414383: 8 Tage idle - Level 32
12777783: 47 Tage idle - Level 1 => LOESCHEN
8257683: 252 Tage idle - Level 11
11646983: 6 Tage idle - Level 3
12093783: 5 Tage idle - Level 1
12833383: 14 Tage idle - Level 9
8804783: 6 Tage idle - Level 16
10161183: 195 Tage idle - Level 9
12889783: 41 Tage idle - Level 1 => LOESCHEN
8085683: 9 Tage idle - Level 6
8090283: 0 Tage idle - Level 17
12114583: 32 Tage idle - Level 1 => LOESCHEN
13584783: 0 Tage idle - Level 10
9282383: 24 Tage idle - Level 30
7958283: 4 Tage idle - Level 13
13610183: 0 Tage idle - Level 1
11597183: 55 Tage idle - Level 1 => LOESCHEN
12281983: 5 Tage idle - Level 8
12525483: 0 Tage idle - Level 11
9303183: 240 Tage idle - Level 10
12449983: 65 Tage idle - Level 1 (KEEP_CHARACTER)
12409483: 7 Tage idle - Level 7
9981983: 177 Tage idle - Level 14
11825483: 1 Tage idle - Level 5
13565483: 2 Tage idle - Level 4
11622683: 94 Tage idle - Level 11
13322183: 3 Tage idle - Level 1
13297383: 1 Tage idle - Level 1
13332483: 5 Tage idle - Level 8
11354583: 22 Tage idle - Level 1
11025483: 39 Tage idle - Level 8
11572283: 13 Tage idle - Level 1
8887583: 0 Tage idle - Level 80 (KEEP_CHARACTER)
9982583: 11 Tage idle - Level 1
8644283: 71 Tage idle - Level 13
13074683: 2 Tage idle - Level 1
11830783: 10 Tage idle - Level 7
11471183: 96 Tage idle - Level 5
12364383: 67 Tage idle - Level 8
11568283: 4 Tage idle - Level 14
8969383: 3 Tage idle - Level 1
13140583: 27 Tage idle - Level 1
13186683: 0 Tage idle - Level 18
9030783: 34 Tage idle - Level 20
8396783: 73 Tage idle - Level 14
13561083: 0 Tage idle - Level 9
8898483: 0 Tage idle - Level 28
11254083: 3 Tage idle - Level 6
13333783: 0 Tage idle - Level 7
12035983: 55 Tage idle - Level 1 => LOESCHEN
12334883: 8 Tage idle - Level 9
12588383: 4 Tage idle - Level 8
9776383: 40 Tage idle - Level 8
10519283: 0 Tage idle - Level 13
11295183: 18 Tage idle - Level 7
10868983: 18 Tage idle - Level 8
11183883: 33 Tage idle - Level 8
13405283: 13 Tage idle - Level 1
11310383: 103 Tage idle - Level 7
7945583: 247 Tage idle - Level 13
13050383: 32 Tage idle - Level 1 => LOESCHEN
13466283: 9 Tage idle - Level 1
12664583: 40 Tage idle - Level 4
10767883: 165 Tage idle - Level 8
7955883: 2 Tage idle - Level 46 (KEEP_CHARACTER)
13557783: 0 Tage idle - Level 2
12685083: 47 Tage idle - Level 1 => LOESCHEN
11473083: 0 Tage idle - Level 28
12031583: 63 Tage idle - Level 8
13436783: 7 Tage idle - Level 1
8661783: 5 Tage idle - Level 13
9595383: 177 Tage idle - Level 7
13122583: 28 Tage idle - Level 3
11889683: 8 Tage idle - Level 8
11398183: 111 Tage idle - Level 7
12939583: 25 Tage idle - Level 4
12741383: 0 Tage idle - Level 7
12787483: 0 Tage idle - Level 22
13011183: 20 Tage idle - Level 2
10520183: 28 Tage idle - Level 7
8024083: 24 Tage idle - Level 16
13199483: 9 Tage idle - Level 1
9180083: 0 Tage idle - Level 31
10749183: 2 Tage idle - Level 1
12280783: 0 Tage idle - Level 1
9185783: 90 Tage idle - Level 4
12402683: 67 Tage idle - Level 2 => LOESCHEN
12529983: 10 Tage idle - Level 5
12083583: 8 Tage idle - Level 26 (KEEP_CHARACTER)
10014483: 148 Tage idle - Level 11
13340983: 16 Tage idle - Level 1
13017483: 34 Tage idle - Level 1 => LOESCHEN
12479583: 52 Tage idle - Level 1 => LOESCHEN
11393883: 128 Tage idle - Level 6
10709383: 78 Tage idle - Level 9
11692783: 4 Tage idle - Level 11
12089883: 64 Tage idle - Level 4
12834083: 2 Tage idle - Level 6
10324283: 26 Tage idle - Level 6
11880283: 15 Tage idle - Level 9
9176783: 1 Tage idle - Level 20 (KEEP_CHARACTER)
9880283: 1 Tage idle - Level 23
12809583: 3 Tage idle - Level 15
12864983: 16 Tage idle - Level 1
13595783: 2 Tage idle - Level 1
11941583: 0 Tage idle - Level 4
8192783: 156 Tage idle - Level 8
9860383: 172 Tage idle - Level 5 => LOESCHEN
7963683: 31 Tage idle - Level 11
9339783: 106 Tage idle - Level 5
7939083: 2 Tage idle - Level 45
13175883: 0 Tage idle - Level 6
13221183: 11 Tage idle - Level 3
13429683: 9 Tage idle - Level 6
13474783: 6 Tage idle - Level 5
11450783: 4 Tage idle - Level 8 (KEEP_CHARACTER)
9446083: 221 Tage idle - Level 7 => LOESCHEN
12546783: 5 Tage idle - Level 1
13150283: 26 Tage idle - Level 3
9998583: 130 Tage idle - Level 6
11547883: 104 Tage idle - Level 3 => LOESCHEN
10750783: 70 Tage idle - Level 1 (KEEP_CHARACTER)
8209583: 230 Tage idle - Level 14
9639283: 165 Tage idle - Level 8
12167283: 0 Tage idle - Level 19
12947383: 38 Tage idle - Level 1 => LOESCHEN
13014383: 22 Tage idle - Level 8
12476483: 48 Tage idle - Level 1 => LOESCHEN
12147383: 41 Tage idle - Level 8
9958783: 1 Tage idle - Level 9
11629684: 34 Tage idle - Level 7
8862784: 100 Tage idle - Level 7
8791884: 0 Tage idle - Level 33
13541284: 3 Tage idle - Level 1
8068384: 66 Tage idle - Level 25
8934284: 95 Tage idle - Level 5
12978884: 17 Tage idle - Level 1
12162984: 30 Tage idle - Level 10 (KEEP_CHARACTER)
8711584: 9 Tage idle - Level 18
11984584: 92 Tage idle - Level 1 => LOESCHEN
11862984: 7 Tage idle - Level 2
7960584: 5 Tage idle - Level 21
12918484: 36 Tage idle - Level 2
10990284: 3 Tage idle - Level 12
13076684: 0 Tage idle - Level 10
10499884: 156 Tage idle - Level 5 => LOESCHEN
12776684: 47 Tage idle - Level 1 => LOESCHEN
13537984: 5 Tage idle - Level 1
7986784: 8 Tage idle - Level 10 (KEEP_CHARACTER)
12817384: 21 Tage idle - Level 7
13542584: 4 Tage idle - Level 1
13016284: 25 Tage idle - Level 4
11124184: 90 Tage idle - Level 7
9499384: 221 Tage idle - Level 10
11337284: 37 Tage idle - Level 5
10246984: 6 Tage idle - Level 1
8322484: 17 Tage idle - Level 4
13325484: 0 Tage idle - Level 8
9215684: 3 Tage idle - Level 21
12777284: 5 Tage idle - Level 13
9347584: 241 Tage idle - Level 11
10677784: 26 Tage idle - Level 8
8180684: 73 Tage idle - Level 16
7951584: 49 Tage idle - Level 5
12048184: 0 Tage idle - Level 24
12225484: 29 Tage idle - Level 1
10298284: 45 Tage idle - Level 3
8207084: 5 Tage idle - Level 9
12777984: 10 Tage idle - Level 23 (KEEP_CHARACTER)
11935784: 17 Tage idle - Level 7
10353984: 180 Tage idle - Level 12
9251784: 65 Tage idle - Level 6
9054584: 7 Tage idle - Level 10
10703884: 44 Tage idle - Level 7
12813684: 44 Tage idle - Level 1 => LOESCHEN
8096084: 308 Tage idle - Level 11
8131184: 12 Tage idle - Level 4
8181984: 76 Tage idle - Level 3
10309484: 44 Tage idle - Level 6
12758684: 37 Tage idle - Level 1 => LOESCHEN
12302284: 44 Tage idle - Level 1 => LOESCHEN
10704484: 36 Tage idle - Level 12
13175284: 14 Tage idle - Level 8
12946184: 36 Tage idle - Level 4
12905784: 4 Tage idle - Level 1
13301884: 18 Tage idle - Level 1
12176384: 0 Tage idle - Level 14 (KEEP_CHARACTER)
13307484: 5 Tage idle - Level 1
8932484: 13 Tage idle - Level 22
9374684: 141 Tage idle - Level 8
11709684: 17 Tage idle - Level 18
13114984: 2 Tage idle - Level 6
13449684: 9 Tage idle - Level 1
9470784: 0 Tage idle - Level 8
8335284: 256 Tage idle - Level 27
12698684: 2 Tage idle - Level 12
12991984: 31 Tage idle - Level 1 => LOESCHEN
11734884: 39 Tage idle - Level 1 => LOESCHEN
8102284: 44 Tage idle - Level 6
12835484: 44 Tage idle - Level 1 => LOESCHEN
12506384: 21 Tage idle - Level 2
13196484: 9 Tage idle - Level 5
11547984: 88 Tage idle - Level 3
8163284: 50 Tage idle - Level 12
8168984: 3 Tage idle - Level 5 (KEEP_CHARACTER)
12521284: 0 Tage idle - Level 14
12648584: 53 Tage idle - Level 2
8047284: 46 Tage idle - Level 7
10340584: 23 Tage idle - Level 31 (KEEP_CHARACTER)
10882784: 153 Tage idle - Level 5 => LOESCHEN
12005284: 89 Tage idle - Level 1 => LOESCHEN
9168484: 80 Tage idle - Level 6
12511684: 9 Tage idle - Level 1
13282984: 0 Tage idle - Level 15
10204684: 93 Tage idle - Level 13
13577184: 3 Tage idle - Level 1
9421284: 0 Tage idle - Level 12
8169584: 12 Tage idle - Level 12
12400284: 68 Tage idle - Level 2 => LOESCHEN
12446384: 11 Tage idle - Level 1
12243584: 0 Tage idle - Level 9
8468484: 218 Tage idle - Level 11
12040784: 12 Tage idle - Level 10
13425384: 11 Tage idle - Level 2
13511184: 1 Tage idle - Level 11 (KEEP_CHARACTER)
10726984: 44 Tage idle - Level 1 => LOESCHEN
13161984: 0 Tage idle - Level 15
9716184: 208 Tage idle - Level 11
13253384: 21 Tage idle - Level 1
12325384: 51 Tage idle - Level 1 => LOESCHEN
10398184: 108 Tage idle - Level 4
10311684: 84 Tage idle - Level 8 (KEEP_CHARACTER)
10236084: 1 Tage idle - Level 14
8489684: 221 Tage idle - Level 8
13603284: 0 Tage idle - Level 1
12350584: 21 Tage idle - Level 1
8008784: 255 Tage idle - Level 12
8393184: 3 Tage idle - Level 42
11331784: 73 Tage idle - Level 3
9245984: 19 Tage idle - Level 9
12139084: 17 Tage idle - Level 1
10905484: 79 Tage idle - Level 11
8819684: 5 Tage idle - Level 7
12235184: 40 Tage idle - Level 1 => LOESCHEN
8170484: 1 Tage idle - Level 11
8389184: 266 Tage idle - Level 11
13599684: 0 Tage idle - Level 1
8728884: 96 Tage idle - Level 7
9793384: 133 Tage idle - Level 20
13533684: 3 Tage idle - Level 5
8824984: 11 Tage idle - Level 8
12114184: 3 Tage idle - Level 13
11358584: 0 Tage idle - Level 20
12043284: 33 Tage idle - Level 1 => LOESCHEN
8713584: 249 Tage idle - Level 8 => LOESCHEN
12676984: 0 Tage idle - Level 13
10734084: 80 Tage idle - Level 13
12681584: 25 Tage idle - Level 8
12195784: 0 Tage idle - Level 32 (KEEP_CHARACTER)
11359184: 83 Tage idle - Level 12
12661684: 1 Tage idle - Level 8
12378684: 46 Tage idle - Level 1 => LOESCHEN
12515484: 0 Tage idle - Level 17
10537584: 36 Tage idle - Level 6
10299684: 39 Tage idle - Level 5
13534984: 1 Tage idle - Level 5
9475884: 104 Tage idle - Level 14
9065584: 96 Tage idle - Level 27
8633684: 0 Tage idle - Level 16
10927984: 20 Tage idle - Level 8
12936684: 39 Tage idle - Level 2
13297684: 11 Tage idle - Level 1
11228584: 36 Tage idle - Level 1 => LOESCHEN
7943984: 53 Tage idle - Level 4
9076484: 228 Tage idle - Level 8
10026884: 14 Tage idle - Level 5
13105384: 26 Tage idle - Level 4
13444784: 11 Tage idle - Level 4
9674284: 1 Tage idle - Level 4
13540884: 5 Tage idle - Level 1
9765784: 74 Tage idle - Level 8
8057684: 34 Tage idle - Level 9
13632284: 0 Tage idle - Level 2
8842384: 77 Tage idle - Level 10
12460784: 4 Tage idle - Level 15 (KEEP_CHARACTER)
12876684: 3 Tage idle - Level 7
12466384: 34 Tage idle - Level 4
11087384: 115 Tage idle - Level 5
12056084: 73 Tage idle - Level 1 => LOESCHEN
11664684: 51 Tage idle - Level 5
11589084: 0 Tage idle - Level 8
10245184: 19 Tage idle - Level 14 (KEEP_CHARACTER)
12476684: 12 Tage idle - Level 1 (KEEP_CHARACTER)
13607784: 1 Tage idle - Level 1
8822484: 110 Tage idle - Level 6
13415184: 5 Tage idle - Level 3
9431684: 12 Tage idle - Level 2
10397684: 69 Tage idle - Level 7
12542584: 27 Tage idle - Level 2
9730584: 122 Tage idle - Level 8
8103684: 60 Tage idle - Level 3
11872784: 0 Tage idle - Level 9
12563084: 3 Tage idle - Level 17
8666384: 16 Tage idle - Level 11
8382384: 86 Tage idle - Level 11
11812384: 48 Tage idle - Level 1 => LOESCHEN
11285884: 0 Tage idle - Level 8
12791084: 0 Tage idle - Level 1
12132984: 17 Tage idle - Level 4 (KEEP_CHARACTER)
9584784: 94 Tage idle - Level 4
13284284: 1 Tage idle - Level 8
13451284: 1 Tage idle - Level 3
12442084: 5 Tage idle - Level 5 (KEEP_CHARACTER)
8620984: 195 Tage idle - Level 10
9889284: 1 Tage idle - Level 16
8884784: 17 Tage idle - Level 4
11731884: 5 Tage idle - Level 10
12411984: 1 Tage idle - Level 10
12665484: 34 Tage idle - Level 1 => LOESCHEN
12128984: 1 Tage idle - Level 20
13315384: 13 Tage idle - Level 1
7951784: 18 Tage idle - Level 22
13143384: 0 Tage idle - Level 1
11990684: 47 Tage idle - Level 8
8160984: 59 Tage idle - Level 5
9383184: 66 Tage idle - Level 3 (KEEP_CHARACTER)
8201684: 150 Tage idle - Level 14
12853684: 42 Tage idle - Level 3
10394584: 67 Tage idle - Level 3
13438284: 5 Tage idle - Level 1
10941684: 0 Tage idle - Level 14
8526784: 158 Tage idle - Level 5 => LOESCHEN
8116484: 159 Tage idle - Level 5 => LOESCHEN
8405084: 155 Tage idle - Level 13
8866084: 158 Tage idle - Level 19
10622884: 1 Tage idle - Level 6
13377684: 10 Tage idle - Level 3
12813884: 41 Tage idle - Level 3
11150884: 0 Tage idle - Level 38 (KEEP_CHARACTER)
7948384: 24 Tage idle - Level 7
8551984: 11 Tage idle - Level 6
12332684: 50 Tage idle - Level 7
12378784: 53 Tage idle - Level 1 => LOESCHEN
8066084: 141 Tage idle - Level 9
12758884: 1 Tage idle - Level 5
10653684: 0 Tage idle - Level 6
8856484: 62 Tage idle - Level 10
12064584: 81 Tage idle - Level 1 (KEEP_CHARACTER)
8659284: 0 Tage idle - Level 5
13327584: 8 Tage idle - Level 8
13013384: 0 Tage idle - Level 11
7959284: 51 Tage idle - Level 1 (KEEP_CHARACTER)
13155584: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8740084: 58 Tage idle - Level 15
8168484: 40 Tage idle - Level 11
12566984: 18 Tage idle - Level 1
13373284: 0 Tage idle - Level 20
7939384: 129 Tage idle - Level 21
10051484: 200 Tage idle - Level 6 => LOESCHEN
8254284: 13 Tage idle - Level 20 (KEEP_CHARACTER)
8624084: 120 Tage idle - Level 9
8766284: 31 Tage idle - Level 1 => LOESCHEN
8229784: 12 Tage idle - Level 5 (KEEP_CHARACTER)
12628184: 56 Tage idle - Level 1 => LOESCHEN
12222584: 10 Tage idle - Level 1
10244684: 196 Tage idle - Level 8
13085284: 29 Tage idle - Level 1
8376584: 4 Tage idle - Level 4 (KEEP_CHARACTER)
11481884: 5 Tage idle - Level 1
13339084: 5 Tage idle - Level 9
8143584: 127 Tage idle - Level 13
13100484: 28 Tage idle - Level 1
12836284: 29 Tage idle - Level 1 (KEEP_CHARACTER)
8153884: 281 Tage idle - Level 16
11953384: 3 Tage idle - Level 13
12840984: 29 Tage idle - Level 3
10903784: 42 Tage idle - Level 4 (KEEP_CHARACTER)
11593884: 15 Tage idle - Level 3
10994984: 129 Tage idle - Level 5
11801584: 21 Tage idle - Level 1
11199484: 140 Tage idle - Level 5
12659684: 10 Tage idle - Level 5
11112984: 145 Tage idle - Level 5
12127784: 23 Tage idle - Level 1
12907884: 39 Tage idle - Level 1 => LOESCHEN
11943784: 46 Tage idle - Level 11
8808284: 278 Tage idle - Level 10
11381384: 114 Tage idle - Level 6
8828884: 0 Tage idle - Level 6
8388084: 120 Tage idle - Level 7
12087684: 0 Tage idle - Level 12
7950584: 26 Tage idle - Level 6
9280284: 201 Tage idle - Level 8
12908484: 40 Tage idle - Level 1 => LOESCHEN
12963884: 37 Tage idle - Level 3
12685484: 2 Tage idle - Level 1
10256884: 184 Tage idle - Level 6 => LOESCHEN
9919884: 7 Tage idle - Level 27
13542884: 0 Tage idle - Level 12
8631284: 12 Tage idle - Level 19
9731984: 2 Tage idle - Level 38
