Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Thu Dec  1 00:13:00 2005
7975482: 1 Tage idle - Level 44 (KEEP_CHARACTER)
8873282: 1 Tage idle - Level 14
11108282: 59 Tage idle - Level 1 => LOESCHEN
11898382: 2 Tage idle - Level 6
8265882: 215 Tage idle - Level 8
11112982: 18 Tage idle - Level 18
8428182: 212 Tage idle - Level 7 => LOESCHEN
12000482: 0 Tage idle - Level 5
10848782: 4 Tage idle - Level 3
11169282: 3 Tage idle - Level 1
9740982: 105 Tage idle - Level 8
8660882: 12 Tage idle - Level 2
10463682: 1 Tage idle - Level 15
8792782: 80 Tage idle - Level 8
8828882: 0 Tage idle - Level 17 (KEEP_CHARACTER)
11767082: 2 Tage idle - Level 1
10630682: 18 Tage idle - Level 5
11564282: 5 Tage idle - Level 3
11771782: 12 Tage idle - Level 1
11159682: 56 Tage idle - Level 1 => LOESCHEN
10600482: 11 Tage idle - Level 1
8727782: 152 Tage idle - Level 8
10003282: 32 Tage idle - Level 3
10049382: 11 Tage idle - Level 8
11509582: 21 Tage idle - Level 1
11727282: 19 Tage idle - Level 1
8839782: 1 Tage idle - Level 17
9362082: 12 Tage idle - Level 13
8970682: 179 Tage idle - Level 6
11083782: 14 Tage idle - Level 6
9114182: 9 Tage idle - Level 1
9985482: 0 Tage idle - Level 22
8140482: 7 Tage idle - Level 1
10520582: 69 Tage idle - Level 3
9079782: 8 Tage idle - Level 2 (KEEP_CHARACTER)
10658082: 29 Tage idle - Level 6
9459882: 0 Tage idle - Level 7
10617682: 41 Tage idle - Level 1 => LOESCHEN
11920082: 0 Tage idle - Level 1
11186082: 3 Tage idle - Level 5
11687882: 21 Tage idle - Level 2
11566182: 4 Tage idle - Level 1 (KEEP_CHARACTER)
11292482: 45 Tage idle - Level 5
8121182: 0 Tage idle - Level 8 (KEEP_CHARACTER)
10005182: 10 Tage idle - Level 4
8825782: 3 Tage idle - Level 13
10714382: 80 Tage idle - Level 3
11318982: 45 Tage idle - Level 2
7953082: 94 Tage idle - Level 8
11581782: 28 Tage idle - Level 1
11662982: 24 Tage idle - Level 1
10734982: 75 Tage idle - Level 2 => LOESCHEN
10450982: 19 Tage idle - Level 1
8572582: 1 Tage idle - Level 23 (KEEP_CHARACTER)
11344082: 45 Tage idle - Level 1 => LOESCHEN
11632782: 22 Tage idle - Level 1
8127482: 11 Tage idle - Level 12
8593082: 2 Tage idle - Level 7
11440182: 38 Tage idle - Level 1 => LOESCHEN
7994182: 7 Tage idle - Level 8
11253282: 5 Tage idle - Level 7
12014582: 1 Tage idle - Level 1
11050482: 59 Tage idle - Level 4
10948682: 0 Tage idle - Level 10
8816782: 62 Tage idle - Level 16
11552182: 0 Tage idle - Level 8
10011082: 26 Tage idle - Level 3
11780182: 16 Tage idle - Level 1
9856782: 47 Tage idle - Level 5
9157882: 52 Tage idle - Level 11
11086982: 20 Tage idle - Level 9
8031682: 40 Tage idle - Level 4
9796082: 87 Tage idle - Level 8
11507782: 0 Tage idle - Level 7
11431182: 8 Tage idle - Level 1
9684782: 73 Tage idle - Level 7
9102082: 14 Tage idle - Level 1
11031182: 6 Tage idle - Level 1 (KEEP_CHARACTER)
9543182: 12 Tage idle - Level 1
11720482: 9 Tage idle - Level 1
8954582: 20 Tage idle - Level 6
9350682: 132 Tage idle - Level 5
11402282: 5 Tage idle - Level 10
9523982: 1 Tage idle - Level 3
11083182: 5 Tage idle - Level 8
9873582: 50 Tage idle - Level 1 (KEEP_CHARACTER)
10966082: 67 Tage idle - Level 2 => LOESCHEN
10515382: 10 Tage idle - Level 4
8555882: 76 Tage idle - Level 16
11372482: 43 Tage idle - Level 2
11094082: 22 Tage idle - Level 10
11545082: 31 Tage idle - Level 1 => LOESCHEN
10950882: 0 Tage idle - Level 8
9008582: 98 Tage idle - Level 12
8535982: 139 Tage idle - Level 10
8257582: 21 Tage idle - Level 15
9271382: 64 Tage idle - Level 5
7992382: 1 Tage idle - Level 6
9722382: 0 Tage idle - Level 18 (KEEP_CHARACTER)
8556482: 115 Tage idle - Level 15
11738282: 17 Tage idle - Level 1
12012782: 0 Tage idle - Level 1
11003582: 11 Tage idle - Level 1
8034882: 109 Tage idle - Level 7
11626982: 20 Tage idle - Level 5
10906382: 11 Tage idle - Level 7
11009882: 24 Tage idle - Level 1
10582282: 87 Tage idle - Level 6
10709882: 16 Tage idle - Level 1
10917282: 36 Tage idle - Level 15
8972682: 162 Tage idle - Level 9
11293182: 3 Tage idle - Level 1
10405982: 25 Tage idle - Level 1
8365182: 3 Tage idle - Level 1
10091482: 82 Tage idle - Level 5
11724282: 13 Tage idle - Level 1
9724282: 10 Tage idle - Level 18
11283582: 43 Tage idle - Level 1 => LOESCHEN
10800982: 18 Tage idle - Level 12
10198882: 26 Tage idle - Level 1
11066482: 58 Tage idle - Level 1 => LOESCHEN
7944182: 1 Tage idle - Level 14
11851182: 3 Tage idle - Level 13
8467582: 41 Tage idle - Level 1 => LOESCHEN
11649382: 24 Tage idle - Level 1
9897282: 110 Tage idle - Level 5
11451182: 37 Tage idle - Level 1 => LOESCHEN
11790582: 3 Tage idle - Level 1
11213582: 19 Tage idle - Level 8
8118582: 10 Tage idle - Level 16
9877382: 1 Tage idle - Level 1
10336282: 55 Tage idle - Level 1 => LOESCHEN
11223882: 52 Tage idle - Level 1 => LOESCHEN
10883082: 61 Tage idle - Level 2 => LOESCHEN
9436982: 37 Tage idle - Level 11
8057982: 39 Tage idle - Level 18
11031282: 57 Tage idle - Level 1 => LOESCHEN
12005682: 0 Tage idle - Level 7
8245482: 82 Tage idle - Level 13
10701082: 70 Tage idle - Level 8
9285482: 67 Tage idle - Level 15
8524482: 8 Tage idle - Level 1
10327282: 39 Tage idle - Level 1 => LOESCHEN
11422282: 20 Tage idle - Level 1
11225082: 52 Tage idle - Level 1 => LOESCHEN
10707382: 1 Tage idle - Level 24 (KEEP_CHARACTER)
11802382: 4 Tage idle - Level 1
8676982: 12 Tage idle - Level 4
10226182: 12 Tage idle - Level 16
10165582: 3 Tage idle - Level 4
8084382: 134 Tage idle - Level 6
10210982: 3 Tage idle - Level 1
9924682: 11 Tage idle - Level 7 (KEEP_CHARACTER)
11788482: 0 Tage idle - Level 6
10160582: 28 Tage idle - Level 8
9995982: 26 Tage idle - Level 1
8287882: 3 Tage idle - Level 16 (KEEP_CHARACTER)
9175382: 94 Tage idle - Level 3 => LOESCHEN
8662282: 37 Tage idle - Level 15
11809282: 9 Tage idle - Level 1
11155482: 0 Tage idle - Level 9 (KEEP_CHARACTER)
9849782: 8 Tage idle - Level 2
8140682: 4 Tage idle - Level 9
8475382: 28 Tage idle - Level 3
11494882: 3 Tage idle - Level 1
12008182: 0 Tage idle - Level 4
10779982: 5 Tage idle - Level 1
11338382: 33 Tage idle - Level 10
10455482: 1 Tage idle - Level 1
11885182: 9 Tage idle - Level 1
9763582: 114 Tage idle - Level 6
9196582: 59 Tage idle - Level 1 => LOESCHEN
8678882: 101 Tage idle - Level 8
11115682: 45 Tage idle - Level 1 => LOESCHEN
8511082: 176 Tage idle - Level 6
9981282: 102 Tage idle - Level 22
11176682: 25 Tage idle - Level 4
8490982: 18 Tage idle - Level 18
11014582: 7 Tage idle - Level 1
10957882: 48 Tage idle - Level 1 => LOESCHEN
11353982: 10 Tage idle - Level 5
10917382: 2 Tage idle - Level 6
11602082: 23 Tage idle - Level 1
8557882: 28 Tage idle - Level 14
8147582: 9 Tage idle - Level 1
12009482: 1 Tage idle - Level 1
10532282: 83 Tage idle - Level 9
8400382: 73 Tage idle - Level 11
7943682: 0 Tage idle - Level 105 (KEEP_CHARACTER)
10010682: 63 Tage idle - Level 12
10016282: 2 Tage idle - Level 11
8755682: 0 Tage idle - Level 30
9319782: 65 Tage idle - Level 6
11460982: 19 Tage idle - Level 1
10614082: 83 Tage idle - Level 4
8664882: 11 Tage idle - Level 21
11198482: 53 Tage idle - Level 1 => LOESCHEN
11243882: 6 Tage idle - Level 7
8766582: 69 Tage idle - Level 6
9942782: 1 Tage idle - Level 38
10695682: 73 Tage idle - Level 6
8563782: 69 Tage idle - Level 15
10077982: 93 Tage idle - Level 3 => LOESCHEN
10123282: 51 Tage idle - Level 9
8371182: 53 Tage idle - Level 4
11512582: 33 Tage idle - Level 1 => LOESCHEN
11199082: 24 Tage idle - Level 5
9199082: 13 Tage idle - Level 18
8078582: 49 Tage idle - Level 9
12020682: 0 Tage idle - Level 1
7975782: 10 Tage idle - Level 9 (KEEP_CHARACTER)
11011482: 0 Tage idle - Level 4
9346182: 88 Tage idle - Level 7
8792382: 46 Tage idle - Level 4
8625682: 0 Tage idle - Level 32
9067882: 138 Tage idle - Level 1 (KEEP_CHARACTER)
7950182: 0 Tage idle - Level 101 (KEEP_CHARACTER)
11078082: 7 Tage idle - Level 1
9442282: 8 Tage idle - Level 11
8479182: 17 Tage idle - Level 10
9047982: 96 Tage idle - Level 8
11974882: 2 Tage idle - Level 1
9438282: 4 Tage idle - Level 12
10352582: 30 Tage idle - Level 1 => LOESCHEN
8018882: 225 Tage idle - Level 8
11245782: 51 Tage idle - Level 1 => LOESCHEN
8479882: 43 Tage idle - Level 8
9782282: 66 Tage idle - Level 1 (KEEP_CHARACTER)
9863482: 1 Tage idle - Level 17
10986182: 0 Tage idle - Level 12
10368482: 5 Tage idle - Level 3
11954982: 3 Tage idle - Level 2
11544682: 3 Tage idle - Level 8
8383382: 149 Tage idle - Level 7
8013882: 8 Tage idle - Level 8
11656682: 24 Tage idle - Level 1
11864082: 3 Tage idle - Level 8
11291482: 48 Tage idle - Level 1 => LOESCHEN
10617282: 12 Tage idle - Level 17
8648082: 174 Tage idle - Level 5 => LOESCHEN
11910082: 3 Tage idle - Level 1
9708282: 0 Tage idle - Level 18
11353382: 3 Tage idle - Level 9
8967582: 11 Tage idle - Level 10
10856182: 0 Tage idle - Level 1
11662582: 20 Tage idle - Level 5
11749382: 18 Tage idle - Level 2
8202682: 66 Tage idle - Level 4
8415782: 11 Tage idle - Level 11
11106082: 58 Tage idle - Level 2
10714682: 27 Tage idle - Level 1
8030682: 200 Tage idle - Level 14
11096182: 7 Tage idle - Level 1
11131282: 1 Tage idle - Level 5
11258582: 49 Tage idle - Level 1 => LOESCHEN
11709582: 20 Tage idle - Level 1
11962082: 3 Tage idle - Level 1
10046582: 82 Tage idle - Level 11
11395082: 41 Tage idle - Level 1 => LOESCHEN
10629482: 78 Tage idle - Level 3
8051182: 23 Tage idle - Level 5
7994482: 12 Tage idle - Level 25 (KEEP_CHARACTER)
11202882: 23 Tage idle - Level 2
8811382: 185 Tage idle - Level 6 => LOESCHEN
10244382: 74 Tage idle - Level 4
11420582: 39 Tage idle - Level 1 => LOESCHEN
10827282: 68 Tage idle - Level 7
11679782: 2 Tage idle - Level 13 (KEEP_CHARACTER)
10179082: 1 Tage idle - Level 18
11107382: 17 Tage idle - Level 1
11375882: 42 Tage idle - Level 2
11871982: 3 Tage idle - Level 4
10447882: 58 Tage idle - Level 7
9619382: 4 Tage idle - Level 8
8492982: 30 Tage idle - Level 16
8533682: 82 Tage idle - Level 6
9213783: 157 Tage idle - Level 5 => LOESCHEN
10883283: 34 Tage idle - Level 4
8838183: 156 Tage idle - Level 8
9518283: 124 Tage idle - Level 8
11695283: 12 Tage idle - Level 1
11776483: 1 Tage idle - Level 8
9492483: 45 Tage idle - Level 1 => LOESCHEN
11949083: 0 Tage idle - Level 4
9614383: 75 Tage idle - Level 14
12016083: 1 Tage idle - Level 5
9047383: 5 Tage idle - Level 2
10660583: 13 Tage idle - Level 4
11675383: 0 Tage idle - Level 1
11888483: 4 Tage idle - Level 4
10099183: 67 Tage idle - Level 7
8387883: 201 Tage idle - Level 8
10311583: 27 Tage idle - Level 1
8813283: 143 Tage idle - Level 20
10216083: 28 Tage idle - Level 1
11286283: 11 Tage idle - Level 1
11164683: 56 Tage idle - Level 1 => LOESCHEN
11124183: 15 Tage idle - Level 6
11792683: 15 Tage idle - Level 1
11873883: 3 Tage idle - Level 8
10616783: 23 Tage idle - Level 20
10621383: 2 Tage idle - Level 11
10419583: 11 Tage idle - Level 1
10915683: 68 Tage idle - Level 4
11069183: 56 Tage idle - Level 8
9514583: 0 Tage idle - Level 5
11859583: 6 Tage idle - Level 9
8156083: 97 Tage idle - Level 9
11748183: 16 Tage idle - Level 1
8034483: 63 Tage idle - Level 36
9793283: 128 Tage idle - Level 6
11429383: 19 Tage idle - Level 1
11515183: 11 Tage idle - Level 12
8176683: 58 Tage idle - Level 2 (KEEP_CHARACTER)
8753983: 151 Tage idle - Level 13
11692183: 8 Tage idle - Level 1
10480183: 29 Tage idle - Level 1
9373383: 0 Tage idle - Level 10
10116283: 44 Tage idle - Level 1 => LOESCHEN
11910183: 4 Tage idle - Level 1
10612383: 0 Tage idle - Level 9
8465983: 19 Tage idle - Level 10
9399583: 10 Tage idle - Level 10
11733583: 9 Tage idle - Level 1
9601683: 110 Tage idle - Level 18
11784283: 10 Tage idle - Level 1 (KEEP_CHARACTER)
9120483: 135 Tage idle - Level 8
11678583: 4 Tage idle - Level 1
8096783: 2 Tage idle - Level 10
8922183: 7 Tage idle - Level 1
9110883: 133 Tage idle - Level 6
11323983: 0 Tage idle - Level 27
9526783: 4 Tage idle - Level 16 (KEEP_CHARACTER)
11177483: 0 Tage idle - Level 22
10659783: 55 Tage idle - Level 1 => LOESCHEN
10000583: 17 Tage idle - Level 8
10750183: 63 Tage idle - Level 2 => LOESCHEN
11562183: 6 Tage idle - Level 3
9233083: 101 Tage idle - Level 8 (KEEP_CHARACTER)
10274683: 1 Tage idle - Level 11
9238783: 1 Tage idle - Level 7
11947983: 0 Tage idle - Level 7
9324583: 67 Tage idle - Level 26
9040583: 6 Tage idle - Level 6 (KEEP_CHARACTER)
10244483: 0 Tage idle - Level 17
10370783: 69 Tage idle - Level 6
11912083: 0 Tage idle - Level 15 (KEEP_CHARACTER)
11420683: 33 Tage idle - Level 1 => LOESCHEN
11056483: 32 Tage idle - Level 4
10750883: 2 Tage idle - Level 11
8761083: 103 Tage idle - Level 9
9694783: 5 Tage idle - Level 10
8275283: 5 Tage idle - Level 9
8199783: 161 Tage idle - Level 9
11006383: 57 Tage idle - Level 4
8574183: 5 Tage idle - Level 7
8163983: 24 Tage idle - Level 3
9705283: 136 Tage idle - Level 9
8330983: 30 Tage idle - Level 19
11431583: 18 Tage idle - Level 1
7985583: 0 Tage idle - Level 15
10052583: 43 Tage idle - Level 13
8873083: 0 Tage idle - Level 16
11193683: 47 Tage idle - Level 1 => LOESCHEN
8832683: 2 Tage idle - Level 19
11579383: 28 Tage idle - Level 1
8519483: 204 Tage idle - Level 9
9538983: 20 Tage idle - Level 4
8574883: 1 Tage idle - Level 22 (KEEP_CHARACTER)
9305983: 49 Tage idle - Level 13
11771583: 17 Tage idle - Level 1
11852783: 10 Tage idle - Level 4
11108783: 3 Tage idle - Level 1
11280083: 4 Tage idle - Level 2
8352083: 10 Tage idle - Level 25
11300983: 23 Tage idle - Level 1
11635683: 17 Tage idle - Level 7
8671583: 84 Tage idle - Level 9
11372183: 43 Tage idle - Level 1 => LOESCHEN
9124283: 13 Tage idle - Level 7
11418583: 4 Tage idle - Level 3
10864783: 0 Tage idle - Level 12
9129983: 168 Tage idle - Level 8
11392783: 27 Tage idle - Level 1
11398383: 0 Tage idle - Level 1
11291683: 48 Tage idle - Level 1 => LOESCHEN
9823883: 81 Tage idle - Level 9
8652283: 83 Tage idle - Level 8
11216383: 8 Tage idle - Level 1
8997283: 8 Tage idle - Level 23
10713583: 40 Tage idle - Level 1 => LOESCHEN
7947683: 30 Tage idle - Level 37
9976283: 2 Tage idle - Level 14 (KEEP_CHARACTER)
7952283: 0 Tage idle - Level 17
11530183: 32 Tage idle - Level 1 => LOESCHEN
9160383: 170 Tage idle - Level 6
8202183: 83 Tage idle - Level 8
11920583: 6 Tage idle - Level 1
10709583: 82 Tage idle - Level 3
10218083: 1 Tage idle - Level 22
9434783: 32 Tage idle - Level 19
9369483: 101 Tage idle - Level 10
8106783: 93 Tage idle - Level 7
9298583: 112 Tage idle - Level 12
8263883: 222 Tage idle - Level 8
11334283: 0 Tage idle - Level 11
9455983: 30 Tage idle - Level 5
10041083: 75 Tage idle - Level 14
10122283: 80 Tage idle - Level 7
11628583: 21 Tage idle - Level 1
8087183: 8 Tage idle - Level 13
11192483: 0 Tage idle - Level 4
10918283: 14 Tage idle - Level 7
10188983: 104 Tage idle - Level 11
11076483: 38 Tage idle - Level 1 => LOESCHEN
11111583: 59 Tage idle - Level 1 => LOESCHEN
9157683: 46 Tage idle - Level 3
11040683: 54 Tage idle - Level 8
11623583: 0 Tage idle - Level 4
8938883: 0 Tage idle - Level 43 (KEEP_CHARACTER)
8492483: 84 Tage idle - Level 6
9593083: 0 Tage idle - Level 13
11922483: 0 Tage idle - Level 2
10705883: 0 Tage idle - Level 15
8128583: 165 Tage idle - Level 9
11867483: 10 Tage idle - Level 1
10944083: 0 Tage idle - Level 24
8366883: 7 Tage idle - Level 16
11629883: 7 Tage idle - Level 1
8371483: 0 Tage idle - Level 36
11760783: 8 Tage idle - Level 4
8832783: 6 Tage idle - Level 6 (KEEP_CHARACTER)
11933383: 2 Tage idle - Level 1
7995983: 0 Tage idle - Level 13 (KEEP_CHARACTER)
8721383: 52 Tage idle - Level 6 (KEEP_CHARACTER)
9041983: 38 Tage idle - Level 10
11549283: 0 Tage idle - Level 10
11427683: 19 Tage idle - Level 2
11553983: 9 Tage idle - Level 1
8124183: 2 Tage idle - Level 11 (KEEP_CHARACTER)
9513483: 9 Tage idle - Level 19
11108883: 59 Tage idle - Level 1 => LOESCHEN
8935083: 49 Tage idle - Level 3
8651083: 78 Tage idle - Level 9
11260283: 43 Tage idle - Level 2
11721583: 10 Tage idle - Level 1
10388683: 43 Tage idle - Level 3
8180183: 16 Tage idle - Level 31
7956783: 129 Tage idle - Level 11
8398983: 179 Tage idle - Level 6
9266583: 15 Tage idle - Level 7
11980383: 1 Tage idle - Level 8
9311983: 45 Tage idle - Level 14
10277983: 5 Tage idle - Level 8
11084283: 4 Tage idle - Level 1 (KEEP_CHARACTER)
9819283: 133 Tage idle - Level 6
11707983: 4 Tage idle - Level 1
9884983: 46 Tage idle - Level 9
9682083: 16 Tage idle - Level 1
10723983: 1 Tage idle - Level 1
8146683: 61 Tage idle - Level 1 (KEEP_CHARACTER)
10319283: 14 Tage idle - Level 5
11135983: 32 Tage idle - Level 1 => LOESCHEN
8496283: 1 Tage idle - Level 18 (KEEP_CHARACTER)
10339883: 63 Tage idle - Level 10
9313183: 1 Tage idle - Level 19
10030283: 0 Tage idle - Level 16
10400083: 4 Tage idle - Level 5
9784483: 123 Tage idle - Level 5
11298683: 47 Tage idle - Level 3
8982783: 5 Tage idle - Level 4
11546883: 31 Tage idle - Level 1 => LOESCHEN
9541183: 111 Tage idle - Level 3 => LOESCHEN
8117083: 102 Tage idle - Level 8
11217783: 53 Tage idle - Level 1 => LOESCHEN
9212083: 4 Tage idle - Level 23
11638283: 19 Tage idle - Level 5
9506383: 23 Tage idle - Level 10
10836583: 0 Tage idle - Level 11
8233783: 7 Tage idle - Level 10
9541883: 33 Tage idle - Level 1 => LOESCHEN
11714483: 6 Tage idle - Level 2
11395383: 4 Tage idle - Level 1
7949683: 14 Tage idle - Level 9
8112783: 0 Tage idle - Level 18
9416183: 54 Tage idle - Level 4
8452083: 113 Tage idle - Level 10
10908783: 39 Tage idle - Level 5 (KEEP_CHARACTER)
8903083: 0 Tage idle - Level 6
10336083: 76 Tage idle - Level 8
9887483: 3 Tage idle - Level 7
8923683: 0 Tage idle - Level 35
10645283: 80 Tage idle - Level 4
8194283: 205 Tage idle - Level 14
8645283: 80 Tage idle - Level 7
8726483: 8 Tage idle - Level 6
10452783: 73 Tage idle - Level 4
11183583: 24 Tage idle - Level 1
8417983: 142 Tage idle - Level 6
9143083: 19 Tage idle - Level 7
11563683: 30 Tage idle - Level 1 => LOESCHEN
11407183: 4 Tage idle - Level 6
10772183: 2 Tage idle - Level 8
11204383: 0 Tage idle - Level 20
7970483: 135 Tage idle - Level 10 (KEEP_CHARACTER)
8078983: 203 Tage idle - Level 16
11842683: 9 Tage idle - Level 3
9969983: 62 Tage idle - Level 5
7950583: 32 Tage idle - Level 13
8144883: 69 Tage idle - Level 11
11818083: 1 Tage idle - Level 5 (KEEP_CHARACTER)
9159683: 124 Tage idle - Level 11
10155083: 3 Tage idle - Level 9
8023183: 2 Tage idle - Level 13
12011383: 0 Tage idle - Level 4
9255783: 1 Tage idle - Level 1
11468883: 10 Tage idle - Level 1
11357483: 43 Tage idle - Level 1 => LOESCHEN
11696883: 20 Tage idle - Level 1
8884883: 39 Tage idle - Level 7 (KEEP_CHARACTER)
11859183: 7 Tage idle - Level 1
8515283: 144 Tage idle - Level 6
11904583: 8 Tage idle - Level 1
10991183: 0 Tage idle - Level 19
8495083: 0 Tage idle - Level 22
8454683: 4 Tage idle - Level 11
10130183: 105 Tage idle - Level 4
11803483: 9 Tage idle - Level 1
9165583: 62 Tage idle - Level 11
9616583: 5 Tage idle - Level 10
10404583: 3 Tage idle - Level 13
9206283: 13 Tage idle - Level 4
11009083: 21 Tage idle - Level 1 (KEEP_CHARACTER)
9474783: 139 Tage idle - Level 10
9976483: 4 Tage idle - Level 11
9439983: 74 Tage idle - Level 9
10521183: 7 Tage idle - Level 8 (KEEP_CHARACTER)
11743483: 16 Tage idle - Level 1
10187883: 94 Tage idle - Level 6
11865783: 0 Tage idle - Level 7
11825283: 2 Tage idle - Level 12
11181783: 54 Tage idle - Level 1 => LOESCHEN
10010483: 30 Tage idle - Level 5
11278883: 12 Tage idle - Level 7
11602583: 0 Tage idle - Level 7
11111083: 20 Tage idle - Level 1
10101983: 33 Tage idle - Level 4
8841283: 117 Tage idle - Level 8
10026383: 67 Tage idle - Level 2 (KEEP_CHARACTER)
11096583: 6 Tage idle - Level 1
11962483: 4 Tage idle - Level 1
10254383: 4 Tage idle - Level 1
9684083: 0 Tage idle - Level 1
11694383: 3 Tage idle - Level 10
11365283: 17 Tage idle - Level 1
9157883: 155 Tage idle - Level 7
10569183: 78 Tage idle - Level 4
11046483: 19 Tage idle - Level 10
11871683: 10 Tage idle - Level 1
9477283: 56 Tage idle - Level 1 => LOESCHEN
9102083: 75 Tage idle - Level 6
11036883: 45 Tage idle - Level 2
8478383: 3 Tage idle - Level 5
10696083: 15 Tage idle - Level 2
8645383: 47 Tage idle - Level 15
10159583: 11 Tage idle - Level 4
8781983: 113 Tage idle - Level 4
11183683: 37 Tage idle - Level 1 => LOESCHEN
8822683: 11 Tage idle - Level 18
8123783: 74 Tage idle - Level 8
9593983: 145 Tage idle - Level 5
11224383: 5 Tage idle - Level 7
8584783: 108 Tage idle - Level 4
11720483: 1 Tage idle - Level 1
9923283: 41 Tage idle - Level 17
9939183: 45 Tage idle - Level 5
10402783: 11 Tage idle - Level 2
11255183: 1 Tage idle - Level 9
10534683: 0 Tage idle - Level 24
8038583: 35 Tage idle - Level 1 => LOESCHEN
10331883: 0 Tage idle - Level 25
10798483: 19 Tage idle - Level 11
8828983: 141 Tage idle - Level 19
11690683: 1 Tage idle - Level 7
8392883: 173 Tage idle - Level 5 => LOESCHEN
10854083: 34 Tage idle - Level 7
9448383: 29 Tage idle - Level 1
8104483: 24 Tage idle - Level 1
10368283: 5 Tage idle - Level 3
8114783: 13 Tage idle - Level 1
10742783: 33 Tage idle - Level 7
10829583: 76 Tage idle - Level 3
10955883: 11 Tage idle - Level 7
8089983: 14 Tage idle - Level 12
11802983: 11 Tage idle - Level 1
11894083: 9 Tage idle - Level 1
9600083: 0 Tage idle - Level 2
8474683: 117 Tage idle - Level 8
11367883: 38 Tage idle - Level 8
11089483: 54 Tage idle - Level 2
11210383: 0 Tage idle - Level 11
10946183: 62 Tage idle - Level 7
11752583: 18 Tage idle - Level 1
10394083: 8 Tage idle - Level 1
10637683: 1 Tage idle - Level 12
9297583: 50 Tage idle - Level 1 => LOESCHEN
8779883: 75 Tage idle - Level 9
11915583: 7 Tage idle - Level 1
10662883: 30 Tage idle - Level 2
9545783: 0 Tage idle - Level 64 (KEEP_CHARACTER)
8095883: 18 Tage idle - Level 10
8187283: 50 Tage idle - Level 4 (KEEP_CHARACTER)
11779383: 1 Tage idle - Level 1 (KEEP_CHARACTER)
10561783: 33 Tage idle - Level 8
12013383: 0 Tage idle - Level 1
11303083: 9 Tage idle - Level 8
10050383: 4 Tage idle - Level 23
11764083: 7 Tage idle - Level 2
11971583: 3 Tage idle - Level 1
7942983: 11 Tage idle - Level 31
9156683: 2 Tage idle - Level 21
8511683: 17 Tage idle - Level 3
10861283: 26 Tage idle - Level 1
10324783: 31 Tage idle - Level 1 => LOESCHEN
11911183: 0 Tage idle - Level 8
11628183: 12 Tage idle - Level 1
10046383: 4 Tage idle - Level 12
10598883: 21 Tage idle - Level 4
11602683: 3 Tage idle - Level 8
10770483: 13 Tage idle - Level 8
11612983: 0 Tage idle - Level 8
10694983: 5 Tage idle - Level 28
9253383: 8 Tage idle - Level 6
8117983: 1 Tage idle - Level 5
10583583: 2 Tage idle - Level 4
10796683: 47 Tage idle - Level 1 (KEEP_CHARACTER)
10051683: 0 Tage idle - Level 8
9304383: 31 Tage idle - Level 1 => LOESCHEN
7949883: 21 Tage idle - Level 1 (KEEP_CHARACTER)
9355083: 13 Tage idle - Level 8
7954483: 76 Tage idle - Level 7
8715783: 3 Tage idle - Level 10
11081383: 1 Tage idle - Level 1
9259683: 7 Tage idle - Level 12
10255083: 63 Tage idle - Level 3
11077383: 42 Tage idle - Level 2
11780983: 4 Tage idle - Level 1
11497983: 4 Tage idle - Level 1
11796883: 3 Tage idle - Level 1
10822783: 4 Tage idle - Level 1
10868883: 64 Tage idle - Level 5
11548983: 28 Tage idle - Level 4
9801783: 8 Tage idle - Level 1
10859183: 28 Tage idle - Level 1
8772383: 7 Tage idle - Level 17
8899683: 84 Tage idle - Level 9
11954183: 4 Tage idle - Level 1
11761683: 16 Tage idle - Level 1
11686083: 2 Tage idle - Level 1
11848483: 11 Tage idle - Level 1
8382683: 15 Tage idle - Level 11
7946083: 126 Tage idle - Level 7
9068383: 159 Tage idle - Level 11
11792483: 5 Tage idle - Level 1
10783283: 78 Tage idle - Level 1 (KEEP_CHARACTER)
8732583: 62 Tage idle - Level 13
11757683: 0 Tage idle - Level 6
10413783: 3 Tage idle - Level 1
8580483: 171 Tage idle - Level 8
10793583: 0 Tage idle - Level 4
10464483: 70 Tage idle - Level 3
8464483: 0 Tage idle - Level 13
11727483: 19 Tage idle - Level 1
10555983: 32 Tage idle - Level 1 => LOESCHEN
11489583: 2 Tage idle - Level 7
11327483: 43 Tage idle - Level 2
11089583: 11 Tage idle - Level 1
11590283: 28 Tage idle - Level 1
8414383: 1 Tage idle - Level 35 (KEEP_CHARACTER)
8257683: 162 Tage idle - Level 11
11646983: 1 Tage idle - Level 3
8343483: 10 Tage idle - Level 7
8804783: 4 Tage idle - Level 16
11297683: 39 Tage idle - Level 1 => LOESCHEN
10161183: 105 Tage idle - Level 9
8085683: 47 Tage idle - Level 6
8090283: 6 Tage idle - Level 17
11925983: 4 Tage idle - Level 1
9145883: 156 Tage idle - Level 6
11601483: 25 Tage idle - Level 1
10435583: 37 Tage idle - Level 1 => LOESCHEN
9282383: 9 Tage idle - Level 32 (KEEP_CHARACTER)
7958283: 12 Tage idle - Level 16
11597183: 23 Tage idle - Level 1
9303183: 150 Tage idle - Level 10
10886983: 72 Tage idle - Level 3
9981983: 87 Tage idle - Level 14
11825483: 6 Tage idle - Level 5
11622683: 4 Tage idle - Level 11
11192183: 17 Tage idle - Level 5
11354583: 3 Tage idle - Level 1
