Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Tue Nov  1 00:13:00 2005
11457677: 0 Tage idle - Level 2
8853077: 0 Tage idle - Level 20
11179277: 16 Tage idle - Level 2
10205177: 72 Tage idle - Level 4
11183977: 17 Tage idle - Level 8
11346277: 1 Tage idle - Level 1
10792477: 3 Tage idle - Level 1
9761177: 81 Tage idle - Level 5
9021877: 12 Tage idle - Level 12
11078177: 22 Tage idle - Level 1
8554877: 19 Tage idle - Level 12
9777077: 103 Tage idle - Level 5
9994877: 3 Tage idle - Level 7
9909277: 90 Tage idle - Level 6
11265777: 20 Tage idle - Level 1
9139477: 119 Tage idle - Level 5
10469677: 55 Tage idle - Level 1 => LOESCHEN
8545177: 153 Tage idle - Level 11
10839477: 5 Tage idle - Level 4
7950977: 124 Tage idle - Level 15 (KEEP_CHARACTER)
11529877: 1 Tage idle - Level 2
11423077: 0 Tage idle - Level 9
10540177: 1 Tage idle - Level 1
10829877: 45 Tage idle - Level 1 => LOESCHEN
11195477: 0 Tage idle - Level 6
11317377: 14 Tage idle - Level 3
10064677: 81 Tage idle - Level 2 => LOESCHEN
10814577: 15 Tage idle - Level 1 (KEEP_CHARACTER)
10611777: 58 Tage idle - Level 1 => LOESCHEN
8323077: 15 Tage idle - Level 6
9955677: 15 Tage idle - Level 5
9960277: 11 Tage idle - Level 24
8586977: 5 Tage idle - Level 5
10009977: 38 Tage idle - Level 7
9348177: 6 Tage idle - Level 7
8591577: 77 Tage idle - Level 4
10303177: 1 Tage idle - Level 8 (KEEP_CHARACTER)
10359577: 1 Tage idle - Level 15
9449977: 9 Tage idle - Level 8
10587577: 16 Tage idle - Level 2
7942577: 1 Tage idle - Level 14 (KEEP_CHARACTER)
10632977: 57 Tage idle - Level 1 => LOESCHEN
9353477: 7 Tage idle - Level 5
8430077: 39 Tage idle - Level 11
10856277: 6 Tage idle - Level 1
8111277: 161 Tage idle - Level 11
10086477: 71 Tage idle - Level 14
10992877: 29 Tage idle - Level 1
9262677: 45 Tage idle - Level 11 (KEEP_CHARACTER)
9597377: 53 Tage idle - Level 4
9268277: 2 Tage idle - Level 24
10598477: 4 Tage idle - Level 3
8927877: 2 Tage idle - Level 8
9116477: 0 Tage idle - Level 14 (KEEP_CHARACTER)
10938077: 9 Tage idle - Level 6
10051277: 43 Tage idle - Level 2 (KEEP_CHARACTER)
9638777: 9 Tage idle - Level 1
10634177: 13 Tage idle - Level 8
11450877: 0 Tage idle - Level 5
8031377: 12 Tage idle - Level 1 (KEEP_CHARACTER)
10173577: 68 Tage idle - Level 3
8821777: 19 Tage idle - Level 7
8619977: 0 Tage idle - Level 28
11441177: 8 Tage idle - Level 1
8685577: 40 Tage idle - Level 7
11046877: 33 Tage idle - Level 1 => LOESCHEN
8939377: 117 Tage idle - Level 12
10407477: 46 Tage idle - Level 3
11213877: 0 Tage idle - Level 6
11219477: 1 Tage idle - Level 1
9958877: 37 Tage idle - Level 11
9837177: 1 Tage idle - Level 10
11350377: 3 Tage idle - Level 8
8665677: 134 Tage idle - Level 11
11102477: 3 Tage idle - Level 1
9841877: 73 Tage idle - Level 2 => LOESCHEN
11229777: 22 Tage idle - Level 1
9558877: 4 Tage idle - Level 44
10473077: 13 Tage idle - Level 9
9801377: 93 Tage idle - Level 8
8503577: 0 Tage idle - Level 11
9325877: 0 Tage idle - Level 9 (KEEP_CHARACTER)
8934377: 12 Tage idle - Level 2
11462377: 7 Tage idle - Level 1
9330477: 0 Tage idle - Level 2
8858877: 5 Tage idle - Level 14
11133277: 28 Tage idle - Level 1
10625877: 29 Tage idle - Level 1
8144677: 24 Tage idle - Level 1
11533977: 1 Tage idle - Level 1
11417977: 10 Tage idle - Level 1
10823677: 16 Tage idle - Level 5
9676077: 74 Tage idle - Level 14
10626477: 56 Tage idle - Level 1 => LOESCHEN
11068677: 2 Tage idle - Level 6
7941377: 0 Tage idle - Level 32
11479577: 5 Tage idle - Level 2
11565377: 0 Tage idle - Level 1
9155077: 8 Tage idle - Level 1
8718577: 5 Tage idle - Level 9
9443777: 1 Tage idle - Level 13
8029977: 106 Tage idle - Level 3 => LOESCHEN
8201577: 2 Tage idle - Level 14 (KEEP_CHARACTER)
10632377: 43 Tage idle - Level 3
9307877: 8 Tage idle - Level 6
11328377: 16 Tage idle - Level 1
9576277: 78 Tage idle - Level 5
10445477: 1 Tage idle - Level 1
11379077: 0 Tage idle - Level 8
8648277: 51 Tage idle - Level 4
10177377: 16 Tage idle - Level 3
11308477: 14 Tage idle - Level 1
11520577: 1 Tage idle - Level 2
7958577: 34 Tage idle - Level 12
8446077: 36 Tage idle - Level 13
11343977: 0 Tage idle - Level 8
7979077: 1 Tage idle - Level 1
9465577: 1 Tage idle - Level 13
9510977: 92 Tage idle - Level 8
9638177: 26 Tage idle - Level 14
7948977: 41 Tage idle - Level 10
7953577: 0 Tage idle - Level 62 (KEEP_CHARACTER)
10649577: 37 Tage idle - Level 1 => LOESCHEN
7963877: 9 Tage idle - Level 18
9744577: 5 Tage idle - Level 24
9045677: 24 Tage idle - Level 2
11466177: 1 Tage idle - Level 1
10375877: 71 Tage idle - Level 3
10750277: 44 Tage idle - Level 1 => LOESCHEN
8664477: 2 Tage idle - Level 14
8386077: 5 Tage idle - Level 5
10599177: 5 Tage idle - Level 8
8061677: 1 Tage idle - Level 1
8892477: 28 Tage idle - Level 8
10862277: 25 Tage idle - Level 1
9958277: 69 Tage idle - Level 3
8087877: 60 Tage idle - Level 16
8746277: 10 Tage idle - Level 1
10179277: 0 Tage idle - Level 22
10300177: 76 Tage idle - Level 2 => LOESCHEN
10194177: 4 Tage idle - Level 7
8305877: 86 Tage idle - Level 1 (KEEP_CHARACTER)
8356577: 8 Tage idle - Level 1
11183477: 8 Tage idle - Level 1
11264677: 9 Tage idle - Level 1
8088477: 77 Tage idle - Level 2 => LOESCHEN
10417877: 57 Tage idle - Level 1 => LOESCHEN
10670377: 52 Tage idle - Level 1 => LOESCHEN
10706477: 27 Tage idle - Level 6
11229877: 22 Tage idle - Level 1
8468577: 135 Tage idle - Level 6
8012177: 15 Tage idle - Level 15
10397677: 30 Tage idle - Level 1 => LOESCHEN
8194877: 44 Tage idle - Level 3
8690977: 42 Tage idle - Level 9
8154377: 1 Tage idle - Level 5
8489077: 138 Tage idle - Level 8
11214577: 5 Tage idle - Level 1
9052177: 74 Tage idle - Level 11
8823077: 125 Tage idle - Level 23
10266377: 7 Tage idle - Level 11
8134477: 0 Tage idle - Level 61 (KEEP_CHARACTER)
8717377: 4 Tage idle - Level 20
8276677: 142 Tage idle - Level 20
11296077: 2 Tage idle - Level 4
11377277: 12 Tage idle - Level 1
8073877: 156 Tage idle - Level 16
11336877: 12 Tage idle - Level 1
10990477: 5 Tage idle - Level 5
10580177: 3 Tage idle - Level 2
10620977: 54 Tage idle - Level 1 => LOESCHEN
7940877: 84 Tage idle - Level 1 (KEEP_CHARACTER)
9397877: 0 Tage idle - Level 18
11534677: 1 Tage idle - Level 1
10449977: 10 Tage idle - Level 5
9752377: 7 Tage idle - Level 1
10596777: 59 Tage idle - Level 1 => LOESCHEN
11449477: 6 Tage idle - Level 1
8844977: 32 Tage idle - Level 1 => LOESCHEN
8024377: 75 Tage idle - Level 4
10779677: 3 Tage idle - Level 9
10394577: 19 Tage idle - Level 9
11155877: 15 Tage idle - Level 4
8475777: 16 Tage idle - Level 1
10642777: 11 Tage idle - Level 9
7962677: 135 Tage idle - Level 1 => LOESCHEN
10992377: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10374677: 0 Tage idle - Level 23 (KEEP_CHARACTER)
8171877: 2 Tage idle - Level 18
8299077: 101 Tage idle - Level 6
11561077: 0 Tage idle - Level 1
9763977: 70 Tage idle - Level 20
8384977: 37 Tage idle - Level 1 (KEEP_CHARACTER)
9313177: 0 Tage idle - Level 28 (KEEP_CHARACTER)
8719977: 1 Tage idle - Level 1
8151977: 1 Tage idle - Level 36
9414977: 2 Tage idle - Level 6
11141177: 27 Tage idle - Level 1
7943377: 13 Tage idle - Level 4
11157077: 20 Tage idle - Level 1
9521277: 20 Tage idle - Level 1
10071377: 21 Tage idle - Level 1
11040077: 1 Tage idle - Level 8
11466277: 1 Tage idle - Level 2
9830477: 83 Tage idle - Level 2 => LOESCHEN
8087277: 137 Tage idle - Level 8 (KEEP_CHARACTER)
10857777: 7 Tage idle - Level 1
10128677: 6 Tage idle - Level 6
9264077: 0 Tage idle - Level 33
8173777: 0 Tage idle - Level 11
8599977: 37 Tage idle - Level 1 => LOESCHEN
8761277: 0 Tage idle - Level 8
11411177: 4 Tage idle - Level 1
11467577: 6 Tage idle - Level 1
8903777: 83 Tage idle - Level 12
8412277: 71 Tage idle - Level 7
8954477: 14 Tage idle - Level 2
10422577: 9 Tage idle - Level 8
8473277: 77 Tage idle - Level 7
9031777: 37 Tage idle - Level 6
10914677: 41 Tage idle - Level 1 => LOESCHEN
8544877: 70 Tage idle - Level 8
9767077: 79 Tage idle - Level 3
8504377: 50 Tage idle - Level 3
10063677: 0 Tage idle - Level 28 (KEEP_CHARACTER)
10023177: 13 Tage idle - Level 1
8843777: 33 Tage idle - Level 10
8924977: 9 Tage idle - Level 8
9818077: 15 Tage idle - Level 21
11336977: 0 Tage idle - Level 9
10990577: 31 Tage idle - Level 9
9747177: 37 Tage idle - Level 7
8661477: 153 Tage idle - Level 18
11270677: 8 Tage idle - Level 1
7940977: 1 Tage idle - Level 29
8135177: 96 Tage idle - Level 3 => LOESCHEN
11280977: 10 Tage idle - Level 7
9195077: 19 Tage idle - Level 13
11362077: 0 Tage idle - Level 10
8059677: 7 Tage idle - Level 10
9813077: 28 Tage idle - Level 1
11250777: 17 Tage idle - Level 1
9372377: 126 Tage idle - Level 7
8444377: 16 Tage idle - Level 5
10819877: 45 Tage idle - Level 3
11423377: 1 Tage idle - Level 1
9626177: 36 Tage idle - Level 8
8383777: 169 Tage idle - Level 5 => LOESCHEN
8834777: 24 Tage idle - Level 6
11155277: 1 Tage idle - Level 4
7951877: 0 Tage idle - Level 46 (KEEP_CHARACTER)
10981577: 14 Tage idle - Level 1
8075177: 63 Tage idle - Level 9
8698577: 3 Tage idle - Level 11
8495777: 84 Tage idle - Level 8
10997477: 35 Tage idle - Level 1 => LOESCHEN
8171277: 33 Tage idle - Level 1 => LOESCHEN
11145677: 27 Tage idle - Level 1
8333677: 180 Tage idle - Level 8
9682177: 7 Tage idle - Level 4
11196377: 24 Tage idle - Level 1
10845677: 9 Tage idle - Level 5
10516577: 0 Tage idle - Level 20
9783977: 0 Tage idle - Level 16
9039977: 14 Tage idle - Level 18
11257677: 2 Tage idle - Level 8
10420077: 0 Tage idle - Level 11
7942877: 17 Tage idle - Level 19
8005177: 159 Tage idle - Level 8
10765077: 41 Tage idle - Level 7
9855477: 70 Tage idle - Level 8
7973677: 6 Tage idle - Level 9 (KEEP_CHARACTER)
11262977: 13 Tage idle - Level 1
10000177: 39 Tage idle - Level 6
11470377: 6 Tage idle - Level 1
10091377: 34 Tage idle - Level 1 => LOESCHEN
10390277: 68 Tage idle - Level 6
10223577: 19 Tage idle - Level 1
11080677: 1 Tage idle - Level 1
10436677: 0 Tage idle - Level 4
11161877: 0 Tage idle - Level 10
11289077: 0 Tage idle - Level 1
11167477: 0 Tage idle - Level 5
10603677: 51 Tage idle - Level 1 => LOESCHEN
8152677: 45 Tage idle - Level 6
9612877: 65 Tage idle - Level 11
9385177: 4 Tage idle - Level 8
8294877: 38 Tage idle - Level 8
9881277: 95 Tage idle - Level 3 => LOESCHEN
8664677: 13 Tage idle - Level 7
8128077: 6 Tage idle - Level 8
9511777: 80 Tage idle - Level 6
8057177: 72 Tage idle - Level 4
8072077: 0 Tage idle - Level 5
8573877: 106 Tage idle - Level 8
11426577: 7 Tage idle - Level 1
11522677: 2 Tage idle - Level 1
8265277: 33 Tage idle - Level 14
8062477: 2 Tage idle - Level 12
10569877: 60 Tage idle - Level 1 => LOESCHEN
8437977: 89 Tage idle - Level 3
8660277: 20 Tage idle - Level 8
8822677: 59 Tage idle - Level 11
11067677: 3 Tage idle - Level 1
9016977: 67 Tage idle - Level 6
9396777: 88 Tage idle - Level 9
10721577: 34 Tage idle - Level 8
11092877: 30 Tage idle - Level 1 => LOESCHEN
11255177: 1 Tage idle - Level 4
11387077: 12 Tage idle - Level 1
8904477: 32 Tage idle - Level 2
8388177: 188 Tage idle - Level 1 => LOESCHEN
7966577: 169 Tage idle - Level 22
10990677: 36 Tage idle - Level 1 => LOESCHEN
8788877: 16 Tage idle - Level 5
10955877: 25 Tage idle - Level 1
8621077: 23 Tage idle - Level 6
8210877: 50 Tage idle - Level 21
9975277: 22 Tage idle - Level 3
10271877: 1 Tage idle - Level 24
8641677: 44 Tage idle - Level 1 => LOESCHEN
9246177: 56 Tage idle - Level 2
8201177: 150 Tage idle - Level 4 => LOESCHEN
10379177: 29 Tage idle - Level 1
8414277: 2 Tage idle - Level 7
8672477: 11 Tage idle - Level 11
11565677: 0 Tage idle - Level 1
8424577: 99 Tage idle - Level 7
8505777: 12 Tage idle - Level 7
8678077: 1 Tage idle - Level 27 (KEEP_CHARACTER)
9864577: 92 Tage idle - Level 3 => LOESCHEN
11094777: 30 Tage idle - Level 2
9125177: 0 Tage idle - Level 8
10784477: 0 Tage idle - Level 10
8530977: 57 Tage idle - Level 9
8171377: 11 Tage idle - Level 22 (KEEP_CHARACTER)
8414977: 17 Tage idle - Level 24
10055377: 42 Tage idle - Level 1 => LOESCHEN
10181677: 14 Tage idle - Level 1
9895377: 96 Tage idle - Level 5
9150377: 118 Tage idle - Level 11
7952577: 68 Tage idle - Level 6 (KEEP_CHARACTER)
10567377: 56 Tage idle - Level 1 => LOESCHEN
9257777: 54 Tage idle - Level 21
9753877: 80 Tage idle - Level 8
10673777: 12 Tage idle - Level 1
8800277: 15 Tage idle - Level 1
9541377: 0 Tage idle - Level 11
8704877: 162 Tage idle - Level 10
9476077: 1 Tage idle - Level 11 (KEEP_CHARACTER)
8213377: 23 Tage idle - Level 11
8264077: 36 Tage idle - Level 8
10431077: 44 Tage idle - Level 1 => LOESCHEN
10800977: 17 Tage idle - Level 1
11299477: 17 Tage idle - Level 1
8406577: 31 Tage idle - Level 9
10583577: 60 Tage idle - Level 1 => LOESCHEN
8254477: 8 Tage idle - Level 13
10421477: 6 Tage idle - Level 9
11107177: 5 Tage idle - Level 1
10477877: 0 Tage idle - Level 16
10892777: 8 Tage idle - Level 1
8108277: 0 Tage idle - Level 12
11051177: 0 Tage idle - Level 9
9097277: 138 Tage idle - Level 6
9507877: 11 Tage idle - Level 1
11193377: 19 Tage idle - Level 1
11234077: 1 Tage idle - Level 1
8057977: 97 Tage idle - Level 10
9770677: 86 Tage idle - Level 7
11163177: 12 Tage idle - Level 1
11047177: 33 Tage idle - Level 1 => LOESCHEN
9882677: 12 Tage idle - Level 8
10215277: 45 Tage idle - Level 13
10676277: 1 Tage idle - Level 1
9559177: 26 Tage idle - Level 5
10646077: 48 Tage idle - Level 1 => LOESCHEN
9082677: 7 Tage idle - Level 2
8362077: 40 Tage idle - Level 2
10788277: 18 Tage idle - Level 1
7940477: 61 Tage idle - Level 35 (KEEP_CHARACTER)
8210277: 8 Tage idle - Level 18 (KEEP_CHARACTER)
9761677: 53 Tage idle - Level 16
9017677: 140 Tage idle - Level 7
8418777: 2 Tage idle - Level 4
10636477: 1 Tage idle - Level 20
10281577: 11 Tage idle - Level 6
8809077: 0 Tage idle - Level 27
10990777: 1 Tage idle - Level 9
7976977: 122 Tage idle - Level 6
11058777: 3 Tage idle - Level 3
10621177: 29 Tage idle - Level 2
11509777: 0 Tage idle - Level 1
10915477: 21 Tage idle - Level 1
9494177: 68 Tage idle - Level 5
11332077: 11 Tage idle - Level 1
8728577: 27 Tage idle - Level 23
10039977: 9 Tage idle - Level 2
9701977: 18 Tage idle - Level 16
8373677: 3 Tage idle - Level 1
8170877: 159 Tage idle - Level 12
9636677: 6 Tage idle - Level 9
8475377: 0 Tage idle - Level 1
10688477: 37 Tage idle - Level 5
7957677: 18 Tage idle - Level 17
10318977: 7 Tage idle - Level 8
8313277: 26 Tage idle - Level 10
11206477: 1 Tage idle - Level 6
8566877: 2 Tage idle - Level 10
9328077: 114 Tage idle - Level 11
9505377: 54 Tage idle - Level 1 => LOESCHEN
8136677: 1 Tage idle - Level 11
11009977: 14 Tage idle - Level 2
10907077: 28 Tage idle - Level 1
10669177: 49 Tage idle - Level 1 => LOESCHEN
8663577: 19 Tage idle - Level 22
10096577: 6 Tage idle - Level 1
10501477: 19 Tage idle - Level 5
11435077: 8 Tage idle - Level 1
10056077: 25 Tage idle - Level 7
11151077: 27 Tage idle - Level 1
11319077: 5 Tage idle - Level 8
8228777: 117 Tage idle - Level 6
11004977: 0 Tage idle - Level 18
9557377: 51 Tage idle - Level 7
10102077: 28 Tage idle - Level 8
11289277: 2 Tage idle - Level 1
10603877: 53 Tage idle - Level 1 => LOESCHEN
8649977: 166 Tage idle - Level 6
8112377: 37 Tage idle - Level 7
8780877: 87 Tage idle - Level 12
9355177: 90 Tage idle - Level 10
9026077: 124 Tage idle - Level 4 => LOESCHEN
10655177: 50 Tage idle - Level 4
10163777: 59 Tage idle - Level 11
8031877: 5 Tage idle - Level 58
8159077: 46 Tage idle - Level 22
10584277: 59 Tage idle - Level 1 => LOESCHEN
9467177: 10 Tage idle - Level 7
8001677: 7 Tage idle - Level 22 (KEEP_CHARACTER)
8827877: 0 Tage idle - Level 8
9922877: 25 Tage idle - Level 11
10883177: 29 Tage idle - Level 1
9558677: 2 Tage idle - Level 6
9867877: 55 Tage idle - Level 9
9902977: 17 Tage idle - Level 12
8696277: 34 Tage idle - Level 1 => LOESCHEN
9827377: 57 Tage idle - Level 2
8402277: 37 Tage idle - Level 7
9173577: 5 Tage idle - Level 8
11553677: 0 Tage idle - Level 5 (KEEP_CHARACTER)
9396977: 76 Tage idle - Level 15
10519977: 44 Tage idle - Level 1 => LOESCHEN
9113177: 38 Tage idle - Level 11
11407477: 5 Tage idle - Level 1
9371377: 13 Tage idle - Level 8
8028477: 88 Tage idle - Level 10 (KEEP_CHARACTER)
11001877: 2 Tage idle - Level 1
11381677: 3 Tage idle - Level 6
8656477: 168 Tage idle - Level 5 => LOESCHEN
10758177: 1 Tage idle - Level 11
9078777: 0 Tage idle - Level 11
11124077: 0 Tage idle - Level 19
8165677: 109 Tage idle - Level 11
8206377: 19 Tage idle - Level 16 (KEEP_CHARACTER)
10596477: 5 Tage idle - Level 1
9924777: 4 Tage idle - Level 8
8799277: 96 Tage idle - Level 9
9772677: 0 Tage idle - Level 7 (KEEP_CHARACTER)
8393677: 8 Tage idle - Level 10
8353177: 7 Tage idle - Level 5
10728677: 27 Tage idle - Level 1
7961777: 81 Tage idle - Level 1 (KEEP_CHARACTER)
9321977: 22 Tage idle - Level 8
8981177: 3 Tage idle - Level 2 (KEEP_CHARACTER)
10611677: 58 Tage idle - Level 1 => LOESCHEN
10865177: 38 Tage idle - Level 7
9829277: 56 Tage idle - Level 1 => LOESCHEN
11216177: 22 Tage idle - Level 1
11423677: 9 Tage idle - Level 2
8581177: 54 Tage idle - Level 1 => LOESCHEN
10546377: 9 Tage idle - Level 3
10389677: 20 Tage idle - Level 1
8186877: 174 Tage idle - Level 8
9980777: 2 Tage idle - Level 12
9494977: 91 Tage idle - Level 7
8075477: 20 Tage idle - Level 15
10784677: 16 Tage idle - Level 1
9009377: 0 Tage idle - Level 28
9960877: 5 Tage idle - Level 11 (KEEP_CHARACTER)
9424277: 3 Tage idle - Level 16
10754477: 12 Tage idle - Level 8
7942477: 9 Tage idle - Level 3
9393877: 47 Tage idle - Level 1 (KEEP_CHARACTER)
10632877: 34 Tage idle - Level 3
10764777: 8 Tage idle - Level 6 (KEEP_CHARACTER)
10197777: 39 Tage idle - Level 1 => LOESCHEN
10161977: 56 Tage idle - Level 1 => LOESCHEN
8076077: 38 Tage idle - Level 6
11136277: 24 Tage idle - Level 2
10537377: 4 Tage idle - Level 2
10998377: 3 Tage idle - Level 1
9510777: 62 Tage idle - Level 13
8547677: 8 Tage idle - Level 2
7948777: 12 Tage idle - Level 22
8765377: 155 Tage idle - Level 5 => LOESCHEN
8562577: 11 Tage idle - Level 5 (KEEP_CHARACTER)
10036277: 56 Tage idle - Level 1 => LOESCHEN
9536977: 22 Tage idle - Level 7
9618077: 24 Tage idle - Level 7
8406077: 2 Tage idle - Level 9
8127777: 0 Tage idle - Level 6
11101077: 30 Tage idle - Level 4 (KEEP_CHARACTER)
11106777: 14 Tage idle - Level 1
10968877: 22 Tage idle - Level 1
11446077: 0 Tage idle - Level 7
8806777: 32 Tage idle - Level 5
8695077: 18 Tage idle - Level 6
11131977: 24 Tage idle - Level 4
10335877: 13 Tage idle - Level 1
9755277: 94 Tage idle - Level 6
10589377: 34 Tage idle - Level 1 (KEEP_CHARACTER)
8254677: 4 Tage idle - Level 6
10011377: 15 Tage idle - Level 14
8705677: 110 Tage idle - Level 16
10553577: 1 Tage idle - Level 12
8057477: 116 Tage idle - Level 6
11239277: 11 Tage idle - Level 1
10569477: 56 Tage idle - Level 2
11249577: 2 Tage idle - Level 1
8518777: 23 Tage idle - Level 2
8898577: 50 Tage idle - Level 8
9948477: 86 Tage idle - Level 7
7975177: 22 Tage idle - Level 16
8903477: 2 Tage idle - Level 1
9973677: 6 Tage idle - Level 27
8549577: 58 Tage idle - Level 8
11447378: 5 Tage idle - Level 3
8351378: 17 Tage idle - Level 3
11406978: 10 Tage idle - Level 1
11204078: 1 Tage idle - Level 1
9244578: 2 Tage idle - Level 12
9675378: 61 Tage idle - Level 8
8058778: 4 Tage idle - Level 18
8762278: 0 Tage idle - Level 30
10489578: 4 Tage idle - Level 3
10778178: 41 Tage idle - Level 1 => LOESCHEN
9088478: 10 Tage idle - Level 11
10124678: 82 Tage idle - Level 4
7986778: 8 Tage idle - Level 2
9062978: 2 Tage idle - Level 8
9721378: 92 Tage idle - Level 8
9068578: 146 Tage idle - Level 5
11534478: 0 Tage idle - Level 6
9782378: 5 Tage idle - Level 10 (KEEP_CHARACTER)
8854378: 0 Tage idle - Level 33
9458978: 60 Tage idle - Level 1 => LOESCHEN
9099378: 140 Tage idle - Level 4 => LOESCHEN
9392678: 118 Tage idle - Level 8
8257178: 7 Tage idle - Level 27
10641978: 23 Tage idle - Level 4
10723078: 0 Tage idle - Level 3
10601478: 11 Tage idle - Level 1
10657878: 19 Tage idle - Level 1 (KEEP_CHARACTER)
10536178: 57 Tage idle - Level 1 (KEEP_CHARACTER)
7941978: 0 Tage idle - Level 35
11155678: 25 Tage idle - Level 1
8920978: 138 Tage idle - Level 7
9606678: 24 Tage idle - Level 6
10445378: 15 Tage idle - Level 7
8313478: 3 Tage idle - Level 13
11170578: 24 Tage idle - Level 1
10652878: 0 Tage idle - Level 1
9044278: 43 Tage idle - Level 12
9996778: 86 Tage idle - Level 4
8865978: 147 Tage idle - Level 12
11510178: 3 Tage idle - Level 1 (KEEP_CHARACTER)
8460278: 13 Tage idle - Level 9 (KEEP_CHARACTER)
7948178: 0 Tage idle - Level 54 (KEEP_CHARACTER)
10850678: 29 Tage idle - Level 2
10486478: 1 Tage idle - Level 1
10283678: 0 Tage idle - Level 4
8901678: 98 Tage idle - Level 3 => LOESCHEN
8293978: 8 Tage idle - Level 1
10592878: 27 Tage idle - Level 1
10517578: 2 Tage idle - Level 7
10239178: 23 Tage idle - Level 53
8491778: 61 Tage idle - Level 10
8821078: 0 Tage idle - Level 33 (KEEP_CHARACTER)
10831378: 29 Tage idle - Level 5
11070778: 31 Tage idle - Level 1 => LOESCHEN
10426778: 54 Tage idle - Level 4
8183178: 51 Tage idle - Level 15
10558678: 34 Tage idle - Level 1 => LOESCHEN
8634178: 6 Tage idle - Level 8
10857578: 40 Tage idle - Level 1 => LOESCHEN
10447278: 0 Tage idle - Level 8
8441678: 174 Tage idle - Level 11
9096978: 119 Tage idle - Level 4
8041678: 59 Tage idle - Level 9
10335978: 65 Tage idle - Level 7
11198678: 22 Tage idle - Level 1
9101878: 13 Tage idle - Level 14
10974178: 4 Tage idle - Level 2
8645078: 36 Tage idle - Level 4
10447978: 21 Tage idle - Level 1
11335478: 10 Tage idle - Level 1
11224078: 6 Tage idle - Level 7
11477678: 1 Tage idle - Level 7
11274878: 8 Tage idle - Level 1
8883378: 44 Tage idle - Level 1 => LOESCHEN
9441878: 29 Tage idle - Level 11
8929778: 6 Tage idle - Level 3
10402478: 9 Tage idle - Level 8
8696478: 4 Tage idle - Level 1
8078778: 16 Tage idle - Level 15
8818378: 39 Tage idle - Level 29 (KEEP_CHARACTER)
11366978: 13 Tage idle - Level 1
10104178: 81 Tage idle - Level 3
10600278: 11 Tage idle - Level 1
8443578: 72 Tage idle - Level 7
8742478: 87 Tage idle - Level 4
11367578: 13 Tage idle - Level 1
10945978: 26 Tage idle - Level 1
8368678: 82 Tage idle - Level 8
7941378: 75 Tage idle - Level 13
9195578: 93 Tage idle - Level 6
9084178: 42 Tage idle - Level 8
10946578: 39 Tage idle - Level 1 => LOESCHEN
8495578: 30 Tage idle - Level 1 => LOESCHEN
8120378: 44 Tage idle - Level 1 => LOESCHEN
11363178: 3 Tage idle - Level 4
7957978: 4 Tage idle - Level 15 (KEEP_CHARACTER)
10080278: 7 Tage idle - Level 13
8283078: 159 Tage idle - Level 5 => LOESCHEN
9297978: 1 Tage idle - Level 10
8652978: 141 Tage idle - Level 9
10455778: 2 Tage idle - Level 10
8369978: 148 Tage idle - Level 10
8085978: 3 Tage idle - Level 7 (KEEP_CHARACTER)
8096178: 145 Tage idle - Level 6
7952978: 1 Tage idle - Level 8
8921678: 116 Tage idle - Level 16
10724478: 30 Tage idle - Level 3
7963178: 2 Tage idle - Level 1 (KEEP_CHARACTER)
11339278: 7 Tage idle - Level 5
8572378: 51 Tage idle - Level 1 => LOESCHEN
8248978: 5 Tage idle - Level 24
11232578: 22 Tage idle - Level 2
11116578: 15 Tage idle - Level 1
11405178: 11 Tage idle - Level 1
10851378: 1 Tage idle - Level 20
10487178: 16 Tage idle - Level 19
9288978: 26 Tage idle - Level 5
9658778: 0 Tage idle - Level 14
10370178: 18 Tage idle - Level 2
10705178: 10 Tage idle - Level 1
8010978: 3 Tage idle - Level 48
10639978: 0 Tage idle - Level 16
10360578: 0 Tage idle - Level 7
11466878: 0 Tage idle - Level 2
8989578: 73 Tage idle - Level 7
11101978: 25 Tage idle - Level 8
9142378: 0 Tage idle - Level 18
11436678: 7 Tage idle - Level 1
9928078: 3 Tage idle - Level 3 (KEEP_CHARACTER)
9274278: 2 Tage idle - Level 11
8183978: 26 Tage idle - Level 9
8553778: 54 Tage idle - Level 1 (KEEP_CHARACTER)
10482878: 0 Tage idle - Level 16
10412178: 1 Tage idle - Level 23
10909278: 37 Tage idle - Level 1 => LOESCHEN
9553278: 5 Tage idle - Level 1 (KEEP_CHARACTER)
9437278: 2 Tage idle - Level 6
10154378: 6 Tage idle - Level 15
9791578: 0 Tage idle - Level 10
11503178: 3 Tage idle - Level 1
10205378: 14 Tage idle - Level 5
11189778: 24 Tage idle - Level 1
8620278: 4 Tage idle - Level 14
8792678: 46 Tage idle - Level 8
11159578: 26 Tage idle - Level 1
8509978: 33 Tage idle - Level 18
9361378: 62 Tage idle - Level 20
11007778: 28 Tage idle - Level 2
9828278: 86 Tage idle - Level 6
11392178: 0 Tage idle - Level 6
10094378: 5 Tage idle - Level 1
11554578: 0 Tage idle - Level 1
8089778: 3 Tage idle - Level 10
8620978: 3 Tage idle - Level 21
10960278: 38 Tage idle - Level 1 => LOESCHEN
7946478: 1 Tage idle - Level 82 (KEEP_CHARACTER)
10358478: 1 Tage idle - Level 16
